area_id,impact_id,name,name_html,info,info_html,geography
5,16,US law enforcement uses flawed facial recognition tech.,US law enforcement uses flawed facial recognition tech.,"Thousands of police departments in the US regularly employ fundamentally flawed facial recognition technology, leading to a self-fulfilling prophecy of broken criminal justice systems.","Thousands of police departments in the US r<a href=""https://www.vox.com/recode/2019/12/10/20996085/ai-facial-recognition-police-law-enforcement-regulation"" target=""_blank"">egularly employ fundamentally flawed facial recognition technology</a>, leading to a self-fulfilling prophecy of broken criminal justice systems.",United States
5,16,Brazil banned the use of cameras for emotions recognition in public and outlawed sale of biometric data.,Brazil banned the use of cameras for emotions recognition in public and outlawed sale of biometric data.,"In Brazil, the Personal Data Protection Bill specifically outlaws the use of cameras to collect and infer emotional state in public spaces, and the sale of biometric data to third parties.","In Brazil, the <a href=""https://idec.org.br/noticia/veja-10-coisas-que-mudarao-na-sua-vida-com-lei-de-dados-pessoais"" target=""_blank"">Personal Data Protection Bill</a> specifically outlaws the use of cameras to collect and infer emotional state in public spaces, and the sale of biometric data to third parties.",Brazil
1,17,Consumer watchdogs class action against misuse of social media user data.,Consumer watchdogs class action against misuse of social media user data.,"The Cambridge Analytica scandal inspired consumer watchdog groups in Italy, Belgium, Spain, and Portugal to file class action lawsuits against Facebook for selling access to their fellow citizens' attention based on their user data. Facebook has thus far successfully delayed action in the lawsuits by challenging the national courts' ability to rule on the matter. Italy's Altro Consumo consumer group is demanding the company reimburse its Italian Facebook users 285 Euro per year on the platform for the misuse of their data.","The Cambridge Analytica scandal inspired consumer watchdog groups in <a href=""https://www.altroconsumo.it/azioni-collettive/facebook"" target=""_blank"">Italy</a>, <a href=""https://mlexmarketinsight.com/insights-center/editors-picks/area-of-expertise/data-privacy-and-security/facebooks-snarling-of-european-data-breach-lawsuits-shows-limits-of-private-enforcement"" target=""_blank"">Belgium, Spain, and Portugal</a> to file class action lawsuits against Facebook for selling access to their fellow citizens' attention based on their user data. Facebook has thus far successfully delayed action in the lawsuits by challenging the national courts' ability to rule on the matter. Italy's Altro Consumo consumer group is demanding the company reimburse its Italian Facebook users <a href=""https://www.altroconsumo.it/azioni-collettive/facebook"" target=""_blank"">285 Euro per year on the platform</a> for the misuse of their data.",European Union
4,18,"The Chinese tech ecosystem is racing to innovate and patent AI-powered methods to detect, track, and surveill Uighurs, a persecuted minority group.","The Chinese tech ecosystem is racing to innovate and <a href=""https://news.trust.org/item/20210113195157-jq6lj/"" target=""_blank"">patent AI-powered methods</a> to detect, track, and surveill Uighurs, a persecuted minority group.","China is converting the entire region where Uighurs live into a ""massive internment camp,"" according to the UN. AI tools used to track them include facial recognition to distinguish their features vs. majority groups, and predictive policing tools to help determine who to detain.","China is converting the entire region where Uighurs live into a ""massive internment camp,"" according to the UN. AI tools used to track them include facial recognition to distinguish their features vs. majority groups, and predictive policing tools to help determine who to detain.",Other
4,18,State actors and others can readily repurpose AI to violate human rights.,State actors and others can readily repurpose AI to violate human rights.,"The same AI tech that powers convenient features for consumers can be used by bad actors toward horrific ends. It was discovered that MIT-funded iFlytek technology was sold to the Chinese government and used to surveill and oppress ethnic Uighurs in China's northwest, where China has forced the ethnic and religious minority into camps. MIT cut ties with the company only after a broader ban on certain foreign funding took effect. The incident demonstrates how state actors and others can readily repurpose AI to violate human rights, and the international relations already intertwined with the development of AI.","The same AI tech that powers convenient features for consumers can be used by bad actors toward horrific ends. It was discovered that <a href=""https://www.wired.com/story/mit-cuts-ties-chinese-ai-firm-human-rights/"" target=""_blank"">MIT-funded iFlytek technology</a> was sold to the Chinese government and used to surveill and oppress ethnic Uighurs in China's northwest, where <a href=""https://www.voanews.com/east-asia-pacific/voa-news-china/un-39-countries-condemn-chinas-abuses-uighurs"" target=""_blank"">China has forced the ethnic and religious minority into camps</a>. MIT cut ties with the company only after a broader ban on certain foreign funding took effect. The incident demonstrates how state actors and others can readily repurpose AI to violate human rights, and the international relations already intertwined with the development of AI.",n/a
3,19,Women are more likely to be targets of doxxing and cybermobbing.,Women are more likely to be targets of doxxing and cybermobbing.,"As with deepfakes, women are far more likely to be the targets of much of the doxxing, stalking, and cybermobbing that takes place online. Coordinated groups violate targets' privacy and then share their data in ways meant to intimidate, humiliate, and threaten. They often employ advanced techniques to hack this personal data, as with the password cracking that led to the exposure of many celebrities' personal iPhone photo galleries.","As with deepfakes, women are <a href=""https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119429128.iegmc009"" target=""_blank"">far more likely</a> to be the targets of much of the doxxing, stalking, and cybermobbing that takes place online. Coordinated groups violate targets' privacy and then share their data in ways meant to intimidate, humiliate, and threaten. They often employ advanced techniques to hack this personal data, as with the password cracking that led to the exposure of many celebrities' personal iPhone photo galleries.",n/a
4,19,Companies obtaining AI training data by violating privacy or manipulation.,Companies obtaining AI training data by violating privacy or manipulation.,"Basic consumer rights are violated when companies obtain personal data without respecting privacy, or through manipulative default settings and Terms of Service agreements written in an inaccessible manner. A particularly glaring example of obtaining data without respecting privacy occurred when, in 2019, Google contractors were found to be targeting homeless Black people in their efforts to capture images to further train its facial recognition research.","Basic consumer rights are violated when companies obtain personal data without respecting privacy, or through manipulative default settings and Terms of Service agreements written in an inaccessible manner. A particularly glaring example of obtaining data without respecting privacy occurred when, <a href=""https://www.nytimes.com/2019/10/04/technology/google-facial-recognition-atlanta-homeless.html"" target=""_blank"">in 2019, Google contractors were found to be targeting homeless Black people in their efforts to capture images to further train its facial recognition research</a>.",Globally
5,19,Commercial facial recognition companies drive surveillance in cities.,Commercial facial recognition companies drive surveillance in cities.,"Black people in the US are already over-surveilled and harassed by law enforcement at rates many times white peoples' experiences. AI is likely to make this problem worse as cities embed biased, inaccurate facial recognition models into surveillance cameras. Banjo AI signed a multi-million dollar contract with Utah to run its crime detection algorithms atop the state's many CCTV feeds. The problematic-in-oh-so-many-ways Clearview AI is going a step further and developing its own surveillance camera. The result is likely to be yet more surveillance and violation of non-white citizens' privacy.","Black people in the US are already over-surveilled and harassed by law enforcement at rates many times white peoples' experiences. AI is likely to make this problem worse as cities embed biased, inaccurate facial recognition models into surveillance cameras. <a href=""https://www.engadget.com/2020-03-04-banjo-ai-utah-law-enforcement-surveillance.html"" target=""_blank"">Banjo AI</a> signed a multi-million dollar contract with Utah to run its crime detection algorithms atop the state's many CCTV feeds. The problematic-in-oh-so-many-ways <a href=""https://www.buzzfeednews.com/article/carolinehaskins1/clearview-facial-recognition-insight-camera-glasses"" target=""_blank"">Clearview AI</a> is going a step further and developing its own surveillance camera. The result is likely to be yet more surveillance and violation of non-white citizens' privacy.",United States
5,20,Google's open source tool meant to solve hate speech ended up amplifying racist stereotypes.,Google's open source tool meant to solve hate speech ended up amplifying racist stereotypes.,"Even as racial minorities suffer from racism, stereotyping, and hate speech leveled against them in their daily lives, AI's dependence on biased data looks to make matters worse. Jigsaw's (a company of Alphabet) Perspective API (used by news site such as the New York Times), meant to solve toxic online conversations, instead labeled conversations in African-American Vernacular as offensive hate speech. Rather than protect victims of racism from hate speech, Jigsaw's service accused them of it.","Even as racial minorities suffer from racism, stereotyping, and hate speech leveled against them in their daily lives, AI's dependence on biased data looks to make matters worse. Jigsaw's (a company of Alphabet) <a href=""https://www.perspectiveapi.com/#/home"" target=""_blank"">Perspective API</a> (used by news site such as the New York Times), meant to solve toxic online conversations, instead <a href=""https://homes.cs.washington.edu/~msap/pdfs/sap2019risk.pdf"" target=""_blank"">labeled conversations in African-American Vernacular</a> as offensive hate speech. Rather than protect victims of racism from hate speech, Jigsaw's service accused them of it.",United States
1,21,The global supply chain of AI replicates colonial inequities.,The global supply chain of AI replicates colonial inequities.,"The global supply chain of AI (data, computational power, natural resources, labor) today replicates historical colonial inequities, and the continued subordination of Global South countries and extraction of wealth to enrichen the Global North. If AI is as powerful a technological revolution as many believe, it will only widen the already gaping chasm between rich and poor countries worldwide.","The global supply chain of AI (data, computational power, natural resources, labor) today <a href=""https://dl.acm.org/doi/10.1145/3375627.3375859"" target=""_blank"">replicates historical colonial inequities, and the continued subordination of Global South countries</a> and extraction of wealth to enrichen the Global North. If AI is as powerful a technological revolution as many believe, it will only widen the already gaping chasm between rich and poor countries worldwide.",Globally
