area_id,impact_id,name,name_html,category,geography
0,7,"Unicorn Riot is a decentralized, educational non-profit media group of artists and journalists that has led several tech-driven investigations into far-right activity on platforms like Discord.","<a href=""https://unicornriot.ninja/?s=discord"" target=""_blank"">Unicorn Riot</a> is a decentralized, educational non-profit media group of artists and journalists that has led several tech-driven investigations into far-right activity on platforms like Discord.<br/>",Civil society,United States
0,7,"The VOX-Pol Network of Excellence (NoE) is a EU-funded academic research network focused on researching the prevalence, contours, functions, and impacts of Violent Online Political Extremism and responses to it. It published a study on ""Alt-Right Twitter Census.""","<a href=""https://www.voxpol.eu/"" target=""_blank"">The VOX-Pol</a> Network of Excellence (NoE) is a EU-funded academic research network focused on researching the prevalence, contours, functions, and impacts of Violent Online Political Extremism and responses to it. It published a study on <a href=""https://www.voxpol.eu/download/vox-pol_publication/AltRightTwitterCensus.pdf"" target=""_blank"">""Alt-Right Twitter Census.""</a>",Academic / Researcher,European Union
0,7,"The Hidden Tribes of America was a year long project of More in Common. More in Common works on strengthening societies against the increasing threats of polarization and social division. They aim to build more united, inclusive, and resilient societies in which people believe that what they have in common is greater than what divides them. They conducted the study that found that only 6% of Americans can be considered far-right.","<a href=""https://hiddentribes.us/"" target=""_blank"">The Hidden Tribes of America</a> was a year long project of More in Common. More in Common works on strengthening societies against the increasing threats of polarization and social division. They aim to build more united, inclusive, and resilient societies in which people believe that what they have in common is greater than what divides them. They conducted <a href=""https://hiddentribes.us/"" target=""_blank"">the study</a> that found that only 6% of Americans can be considered far-right.",Civil society,United States
0,7,"Sleeping Giants coordinates the consumer backlash to social media platforms profiting on behalf of advertising deals with far-right, intolerant, and hateful groups and messages. The broader movement which they help lead is the #nohateforprofit campaign to pressure social platforms, adtech companies, and ad-buyers to stop funding and otherwise supporting the funding of anti-democracy extremists.","<a href=""https://en.wikipedia.org/wiki/Sleeping_Giants"" target=""_blank"">Sleeping Giants</a> coordinates the consumer backlash to social media platforms profiting on behalf of advertising deals with far-right, intolerant, and hateful groups and messages. The broader movement which they help lead is the #nohateforprofit campaign to pressure social platforms, adtech companies, and ad-buyers to stop funding and otherwise supporting the funding of anti-democracy extremists.",Social movement,"United States, Brazil"
0,7,"Robert Evans at Bellingcat — an independent international collective of researchers, investigators, and citizen journalists using open source and social media investigation to probe a variety of subjects — has researched the digital ""normie to fasci"" pipeline.","Robert Evans at <a href=""https://www.bellingcat.com/"" target=""_blank"">Bellingcat</a> — an independent international collective of researchers, investigators, and citizen journalists using open source and social media investigation to probe a variety of subjects — has <a href=""https://www.bellingcat.com/news/americas/2018/10/11/memes-infowars-75-fascist-activists-red-pilled/"" target=""_blank"">researched the digital ""normie to fasci"" pipeline</a>.",Academic / Researcher,United States
0,7,The Markup and Logic Mag do important investigative journalism in data and technology and have exposed far-right networks.,"<a href=""https://themarkup.org/"" target=""_blank"">The Markup</a> and <a href=""https://logicmag.io/"" target=""_blank"">Logic Mag</a> do important investigative journalism in data and technology and have exposed far-right networks.",Civil society,United States
3,8,"Glitch seeks to make the online space a safer arena for all to use, particularly women and girls. They work to transform the current narrative of tolerance toward online abuse and equip online users to be online leaders, active bystanders, and to help ""fix the glitch."" One of their campaigns is a Tech Tax Campaign, which would tax Big Tech platforms 1% and reinvest that money into making these spaces safer.","<a href=""https://fixtheglitch.org/"" target=""_blank"">Glitch</a> seeks to make the online space a safer arena for all to use, particularly women and girls. They work to transform the current narrative of tolerance toward online abuse and equip online users to be online leaders, active bystanders, and to help ""fix the glitch."" One of their campaigns is a <a href=""https://fixtheglitch.org/tech-tax-campaign/"" target=""_blank"">Tech Tax Campaign</a>, which would tax Big Tech platforms 1% and reinvest that money into making these spaces safer.",Digital rights,United Kingdom
3,8,"Kenya ICT Action Network (Kictanet) run a women @ Web program focused on online safety. Although not necessarily directly AI-focused, it would be strategic to engage with them on the pertinent AI issues and gender-based violence.","<a href=""https://www.kictanet.or.ke/"" target=""_blank"">Kenya ICT Action Network (Kictanet)</a> run a <a href=""https://www.kictanet.or.ke/what-we-do/womenweb/"" target=""_blank"">women @ Web program</a> focused on online safety. Although not necessarily directly AI-focused, it would be strategic to engage with them on the pertinent AI issues and gender-based violence.",Digital rights,Kenya
3,8,"Sensity.ai is a cybersecurity startup founded to address synthetic media based in Amsterdam. Microsoft, Facebook, Google, and other tech companies are developing and maintaining deepfake detection tool sets.","<a href=""https://sensity.ai/"" target=""_blank"">Sensity.ai</a> is a cybersecurity startup founded to address synthetic media based in Amsterdam. <a href=""https://blogs.microsoft.com/on-the-issues/2020/09/01/disinformation-deepfakes-newsguard-video-authenticator/"" target=""_blank"">Microsoft</a>, <a href=""https://ai.facebook.com/blog/deepfake-detection-challenge-results-an-open-initiative-to-advance-ai"" target=""_blank"">Facebook</a>, <a href=""https://ai.googleblog.com/2019/09/contributing-data-to-deepfake-detection.html"" target=""_blank"">Google</a>, and other tech companies are developing and maintaining deepfake detection tool sets.",Digital rights,European Union
3,8,Sophie Bot in Kenya is an AI chatbot that answers questions about reproductive health for young people.,"<a href=""https://www.f6s.com/sophiebot"" target=""_blank"">Sophie Bot in Kenya</a> is an AI chatbot that answers questions about reproductive health for young people.",Digital rights,Kenya
3,8,"ParityBOT is ""a Twitter bot that spins the abuse and toxicity directed at women in politics into positive, uplifting and encouraging messages.""","<a href=""https://aretolabs.com/paritybot/"" target=""_blank"">ParityBOT</a> is ""a Twitter bot that spins the abuse and toxicity directed at women in politics into positive, uplifting and encouraging messages.""",Digital rights,Other
3,8,"Cecilia Maundu has been working on online gender-based violence for some time, and may be important to connect with on the commercial use of AI to perpetuate oGBV. She is an individual actor and has engaged with the Internet Freedom Community.","<a href=""https://www.unwomen.org/en/news/stories/2020/7/take-five-cecilia-mwende-maundu-online-violence"" target=""_blank"">Cecilia Maundu</a> has been working on online gender-based violence for some time, and may be important to connect with on the commercial use of AI to perpetuate oGBV. She is an individual actor and has engaged with the Internet Freedom Community.",Digital rights,Kenya
3,8,"Since 2014, Tactical Tech has run a series of training events called the “Gender and Technology Institutes” (GTI), ""which were oriented towards women activists, women human rights defenders and LGBTQI+, and have taken place around the world in Germany, Nicaragua, Ecuador, Spain, Panama, Sri Lanka, Malaysia, Mexico and Uruguay. In partnerships with local and international organizations, each GTI has further developed specific facilitation methodologies and training contents addressing the risks, attacks, and contexts faced by activist women in the region. During these events, we have worked with amazing women and trans people that are land defenders, indigenous leaders, sexual and reproductive rights activists, artivists, privacy advocates, lawyers, journalists and human rights defenders.""","Since 2014, Tactical Tech has run a series of training events called the “<a href=""https://en.gendersec.train.tacticaltech.org/"" target=""_blank"">Gender and Technology Institutes</a>” (GTI), ""which were oriented towards women activists, women human rights defenders and LGBTQI+, and have taken place around the world in Germany, Nicaragua, Ecuador, Spain, Panama, Sri Lanka, Malaysia, Mexico and Uruguay. In partnerships with local and international organizations, each GTI has further developed specific facilitation methodologies and training contents addressing the risks, attacks, and contexts faced by activist women in the region. During these events, we have worked with amazing women and trans people that are land defenders, indigenous leaders, sexual and reproductive rights activists, artivists, privacy advocates, lawyers, journalists and human rights defenders.""",Digital rights,Globally
3,8,"Chayn offers women a confidential chatbot to help them navigate and exit abusive relationships, including support for depression and legal rights education.","<a href=""https://chayn.co/"" target=""_blank"">Chayn</a> offers women a confidential chatbot to help them navigate and exit abusive relationships, including support for depression and legal rights education.",Digital rights,Globally
3,8,"Soul City Institute for Social justice and Sage Foundation have developed a chatbot aimed at offering help to South Africans who are living in abusive homes, together with AI4Good UK. rAInbow supports victims and survivors of gender-based violence.","<a href=""https://www.soulcity.org.za/news-events/news/this-mobile-app-assists-victims-of-abuse-during-lockdown"" target=""_blank"">Soul City Institute for Social justice</a> and Sage Foundation have developed a chatbot aimed at offering help to South Africans who are living in abusive homes, together with AI4Good UK. rAInbow supports victims and survivors of gender-based violence.",Digital rights,South Africa
3,8,"The #MeToo movement exposes gender injustices past and present across all levels of society, in countries all over the world, and within our institutions, workplaces, and cultures. The networked nature of the personal stories has up-ended organizations and professional fields and is raising the collective bar on how people treat women.","The <a href=""https://en.wikipedia.org/wiki/Me_Too_movement"" target=""_blank"">#MeToo movement</a> exposes gender injustices past and present across all levels of society, in countries all over the world, and within our institutions, workplaces, and cultures. The networked nature of the personal stories has up-ended organizations and professional fields and is raising the collective bar on how people treat women.",Social movement,Globally
3,8,"WITNESS has equipped people with video and tech skills to contribute to campaigning against systemic violence, including trafficked women and girls, police brutality, and other issues for years. They also successfully partnered with YouTube to introduce facial blurring features to the platform.","<a href=""https://www.witness.org/"" target=""_blank"">WITNESS</a> has equipped people with video and tech skills to contribute to campaigning against systemic violence, including trafficked women and girls, police brutality, and other issues for years. They also successfully <a href=""https://blog.witness.org/2016/02/use-youtubes-new-blurring-feature-protect-identities/"" target=""_blank"">partnered with YouTube</a> to introduce facial blurring features to the platform.",Digital rights,United States
4,9,"Wayfinder with Transport for London ""have developed the world's first internationally-approved standard for accessible audio navigation.""","<a href=""https://www.wayfindr.net/"" target=""_blank"">Wayfinder</a> with Transport for London ""have developed the world's first internationally-approved standard for accessible audio navigation.""",Digital rights,United Kingdom
4,9,Be My Eyes is a free app that connects blind and low-vision people with sighted volunteers and company representatives for visual assistance through a live video call.,"<a href=""https://www.bemyeyes.com/"" target=""_blank"">Be My Eyes</a> is a free app that connects blind and low-vision people with sighted volunteers and company representatives for visual assistance through a live video call.",Digital rights,European Union
4,9,"Disabled Peoples' International (DPI) is a cross disability, consumer controlled international non-governmental organization (INGO) headquartered in Ottawa, Ontario, Canada and with regional offices in Asia-Pacific, the Middle East, Europe, Africa, Latin America, and North America and the Caribbean. The 'Building Advocacy Capacity in Africa' [Malwai and Burundi] Project aims to strengthen a genuine cross-disability and inclusive disability movement, using the human rights approach, and building leadership amongst persons with disability for advocacy.","<a href=""http://www.disabledpeoplesinternational.org/"" target=""_blank"">Disabled Peoples' International</a> (DPI) is a cross disability, consumer controlled international non-governmental organization (INGO) headquartered in Ottawa, Ontario, Canada and with regional offices in Asia-Pacific, the Middle East, Europe, Africa, Latin America, and North America and the Caribbean. <br/><br/>The '<a href=""http://www.disabledpeoplesinternational.org/BAC_Africa"" target=""_blank"">Building Advocacy Capacity in Africa</a>' [Malwai and Burundi] Project aims to strengthen a genuine cross-disability and inclusive disability movement, using the human rights approach, and building leadership amongst persons with disability for advocacy.",Civil society,Globally
4,9,"Microsoft's new image captioning algorithm is able to outperform humans in some tests. The system will be used in Microsoft's Seeing AI, an assistant app for the visually impaired, and other products such as Word, Outlook, and Powerpoint. It can be used to generate alt-text for images which will increase accessibility.","<a href=""https://www.theverge.com/2020/10/14/21514405/image-captioning-seeing-ai-microsoft-algorithm-word-powerpoint-outlook"" target=""_blank"">Microsoft's new image captioning algorithm</a> is able to outperform humans in some tests. The system will be used in Microsoft's Seeing AI, an assistant app for the visually impaired, and other products such as Word, Outlook, and Powerpoint. It can be used to generate alt-text for images which will increase accessibility.",Industry,United States
4,9,"SignDict is crowdsources sign language dictionaries, and has been funded by Prototype Fund.","<a href=""https://signdict.org/"" target=""_blank"">SignDict</a> is crowdsources sign language dictionaries, and has been funded by Prototype Fund.",Digital rights,Germany
4,9,"The Disability Rights Movement is ""a global social movement to secure equal opportunities and equal rights for all people with disabilities.It is made up of organizations of disability activists, also known as disability advocates, around the world working together with similar goals and demands, such as: accessibility and safety in architecture, transportation, and the physical environment; equal opportunities in independent living, employment equity, education, and housing; and freedom from discrimination, abuse, neglect, and from other rights violations.""","The <a href=""https://en.wikipedia.org/wiki/Disability_rights_movement"" target=""_blank"">Disability Rights Movement</a> is ""a global social movement to secure equal opportunities and equal rights for all people with disabilities.<br/><br/>It is made up of organizations of disability activists, also known as disability advocates, around the world working together with similar goals and demands, such as: accessibility and safety in architecture, transportation, and the physical environment; equal opportunities in independent living, employment equity, education, and housing; and freedom from discrimination, abuse, neglect, and from other rights violations.""",Social movement,Globally
4,9,"AccessMap is an AI-powered online travel planner built on top of OpenSidewalks, which logs the physical features of sidewalk infrastructure, to help people with disabilities plan and navigate any trip. It currently covers Seattle, WA.","<a href=""https://www.accessmap.io/"" target=""_blank"">AccessMap</a> is an AI-powered online travel planner built on top of OpenSidewalks, which logs the physical features of sidewalk infrastructure, to help people with disabilities plan and navigate any trip. It currently covers Seattle, WA. <br/>",Digital rights,United States
5,10,"Strathmore University's Centre for Intellectual Property and Information Technology Law investigates the intersections of AI and gender, climate, and development in Africa. They could be a resource for pointing to partners actually based in Africa, rather than the UK.","<a href=""https://cipit.strathmore.edu/artificial-intelligence/#1596050802059-4dfda40b-4130"" target=""_blank"">Strathmore University's Centre for Intellectual Property and Information Technology Law</a> investigates the intersections of AI and gender, climate, and development in Africa. They could be a resource for pointing to partners actually based in Africa, rather than the UK.",Civil society,Global South
5,10,Amnesty International collected valuable data and verified information about Black Lives Matter protests: The Citizen Evidence Lab,"<a href=""https://www.amnesty.org/en/"" target=""_blank"">Amnesty International</a> collected valuable data and verified information about Black Lives Matter protests: <a href=""https://citizenevidence.org/"" target=""_blank"">The Citizen Evidence Lab</a>",Civil society,United States
5,10,"The Police Data Initiative [created under the Obama administration] promotes the use of open data to encourage joint problem solving, innovation, enhanced understanding, and accountability between communities and the law enforcement agencies that serve them. The PDI represents the great work and leadership of more than 130 law enforcement agencies who have released more than 200 datasets to date.","<a href=""https://www.policedatainitiative.org/"" target=""_blank"">The Police Data Initiative</a> [created under the Obama administration] promotes the use of open data to encourage joint problem solving, innovation, enhanced understanding, and accountability between communities and the law enforcement agencies that serve them. The PDI represents the great work and leadership of more than 130 law enforcement agencies who have released more than 200 datasets to date.",Digital rights,United States
3,10,"Oxford Internet Institute put out a report ""AI and Gender: Four Proposals for Future Research"" that details the greatest challenges to gender equality presented by recent developments in AI and proposes areas of further research. The report authors, Clementine Collett and Sarah Dillon, would be excellent resources for identifying potential partners in this space.","<a href=""https://www.oii.ox.ac.uk/"" target=""_blank"">Oxford Internet Institute</a> put out a report ""<a href=""http://lcfi.ac.uk/media/uploads/files/AI_and_Gender___4_Proposals_for_Future_Research.pdf"" target=""_blank"">AI and Gender: Four Proposals for Future Research</a>"" that details the greatest challenges to gender equality presented by recent developments in AI and proposes areas of further research. The report authors, Clementine Collett and Sarah Dillon, would be excellent resources for identifying potential partners in this space.",Academic / Researcher,United Kingdom
5,10,"American University’s Antiracist Research & Policy Center created the COVID Racial Data Tracker, which aims to record, analyze, and regularly update racial data on the pandemic within the United States. The federal government’s failure to assemble and report this data has left it to journalists, researchers, and volunteers to produce this resource for the public.","<a href=""https://covidtracking.com/blog/tracking-race-and-ethnicity"" target=""_blank"">American University’s Antiracist Research &amp; Policy Center created the COVID Racial Data Tracker,</a> which aims to record, analyze, and regularly update racial data on the pandemic within the United States. The federal government’s failure to assemble and report this data has left it to journalists, researchers, and volunteers to produce this resource for the public.",Civil society,United States
5,10,"Data for Black Lives led similar efforts to pressure states to release COVID data broken out by race, and maintains a list of which states still do not. It is ""a movement of activists, organizers, and mathematicians committed to the mission of using data science to create concrete and measurable change in the lives of Black people.""","<a href=""http://d4bl.org/"" target=""_blank"">Data for Black Lives</a> led similar efforts to pressure states to release COVID data broken out by race, and maintains a list of which states still do not. It is ""a movement of activists, organizers, and mathematicians committed to the mission of using data science to create concrete and measurable change in the lives of Black people.""",Digital rights,United States
5,10,"Launched by Black Futures Lab in early 2018, the Black Census Project is the largest survey of Black people conducted in the United States since Reconstruction. Over 30,000 people have participated.","Launched by Black Futures Lab in early 2018, <a href=""https://blackcensus.org/"" target=""_blank"">the Black Census Project</a> is the largest survey of Black people conducted in the United States since Reconstruction. Over 30,000 people have participated.",Civil society,United States
5,10,"Measures for Justice is on a mission to make accurate criminal justice data available to spur reform. They do this by: ""showing people what criminal justice looks like nationwide; helping to standardize and improve criminal justice data nationwide; offering tools, services, and research to ensure people can use the data to best effect. Bottom line: The only way our criminal justice system can improve is by monitoring its performance, isolating what works and what doesn't, and developing interventions based on fact. For all this work, data are critical.","<a href=""http://www.measuresforjustice.org/"" target=""_blank"">Measures for Justice</a> is on a mission to make accurate criminal justice data available to spur reform. They do this by: ""showing people what criminal justice looks like nationwide; helping to standardize and improve criminal justice data nationwide; offering tools, services, and research to ensure people can use the data to best effect. Bottom line: The only way our criminal justice system can improve is by monitoring its performance, isolating what works and what doesn't, and developing interventions based on fact. For all this work, data are critical.",Civil society,United States
5,10,"Digital Freedom Fund (Mozilla host org) initiated a decolonizing process for the digital rights field in early 2020, together with its project partner EDRi (European Digital Rights). The goal of this work is to challenge the structural causes of oppression such as racism, sexism, ableism, homophobia, transphobia, and economic injustice which the use of digital technologies has the potential to not only reproduce but also amplify. They're currently seeking to expand this work.","<a href=""https://digitalfreedomfund.org/the-first-steps-to-decolonise-digital-rights/"" target=""_blank"">Digital Freedom Fund</a> (Mozilla host org) initiated a decolonizing process for the digital rights field in early 2020, together with its project partner EDRi (European Digital Rights). The goal of this work is to challenge the structural causes of oppression such as racism, sexism, ableism, homophobia, transphobia, and economic injustice which the use of digital technologies has the potential to not only reproduce but also amplify. <a href=""https://digitalfreedomfund.org/wp-content/uploads/2020/12/20201201-DFF-Racial-Social-Justice-Lead-FINAL.pdf"" target=""_blank"">They're currently seeking to expand this work</a>.",Digital rights,European Union
0,11,"Your Priorities is a civic engagement platform based in Iceland. They use AI to assist in fighting the filter bubbles and biases to help citizens make informed decisions based on their real needs, empowering them with relevant knowledge, and for:○ Machine Translations○ Recommendations & Notifications○ Speech-to-Text○ Content Toxicity Detection○ NLP Analytics","<a href=""https://www.citizens.is/empower-citizens-with-ai/"" target=""_blank"">Your Priorities</a> is a civic engagement platform based in Iceland. They use AI to assist in fighting the filter bubbles and biases to help citizens make informed decisions based on their real needs, empowering them with relevant knowledge, and for:<br/>○ Machine Translations<br/>○ Recommendations & Notifications<br/>○ Speech-to-Text<br/>○ Content Toxicity Detection<br/>○ NLP Analytics",Civil society,Other
1,11,DarkPatterns.org has long cataloged and promoted awareness of dark patterns on the consumer web.,"<a href=""https://darkpatterns.org/"" target=""_blank"">DarkPatterns.org</a> has long cataloged and promoted awareness of dark patterns on the consumer web.",Digital rights,United Kingdom
0,11,"Several waves of software developers have attempted to confront the 'filter bubble' issue by building apps that intentionally expose users to competing views, rather than intensify homogeneous ideologies.","Several waves of software developers have attempted to confront the 'filter bubble' issue by building <a href=""https://civictech.guide/listing-category/de-polarization/"" target=""_blank"">apps that intentionally expose users to competing views</a>, rather than intensify homogeneous ideologies.",Civil society,Globally
1,11,"Common Wealth: A think tank doing research to create an architecture of ownership and control and a 21st century deal for workers everywhere, focused on changing platform governance.","<a href=""https://www.common-wealth.co.uk/"" target=""_blank"">Common Wealth</a>: A think tank doing research to create an architecture of ownership and control and a 21st century deal for workers everywhere, focused on changing platform governance.",Civil society,United Kingdom
1,11,"Researchers and media questioning the claims of mental health apps include Mark Erik Larsen, Kit Huckvale, Jennifer Nicholas, John Torous, Louise Birrell, Emily Li & Bill Reda, and STAT News.","Researchers and media questioning the claims of mental health apps include Mark Erik Larsen, Kit Huckvale, Jennifer Nicholas, John Torous, Louise Birrell, Emily Li & Bill Reda, and STAT News.",Academic / Researcher,United States
1,11,Caroline Sinders (Mozilla Fellow) has studied dark patterns and their effect on individual behavior as well as policy.,"<a href=""https://medium.com/thinking-design/dark-patterns-are-changing-how-the-law-understands-technology-25df135f1d2"" target=""_blank"">Caroline Sinders</a> (Mozilla Fellow) has studied dark patterns and their effect on individual behavior as well as policy.",Digital rights,Germany
1,12,"Civil society digital rights groups opposed to Google's Fitbit acquisition: IDEC (Brazil), BEUC (European Union), Access Now (European Union), Privacy International (UK), and Public Knowledge (United States).","Civil society digital rights groups <a href=""https://idec.org.br/noticia/google-compra-fitbit-idec-e-parceiros-cobram-investigacao-da-operacao"" target=""_blank"">opposed to Google's Fitbit acquisition</a>: IDEC (Brazil), BEUC (European Union), Access Now (European Union), Privacy International (UK), and Public Knowledge (United States).",Civil society,Globally
0,13,Algorithm Tips helps people investigate algorithmic decision-making power in society. Their site offers a curated set of algorithms being used in the US Federal government. They also share others' investigations and methodologies for unpacking algorithms.,"<a href=""http://algorithmtips.org/resources/"" target=""_blank"">Algorithm Tips</a> helps people investigate algorithmic decision-making power in society. Their site offers a curated set of algorithms being used in the US Federal government. They also share others' investigations and methodologies for unpacking algorithms.",Digital rights,United States
0,13,"Germany's Schufa credit scoring system makes hundreds of thousands of decisions a day about people's credit worthiness, but it's a closed and imperfect system. Open Knowledge Foundation Germany and Algorithm Watch's Open Schufa project crowdsourced these credit reports to reverse engineer the algorithm and found many people being flagged as unworthy through no fault of their own.","Germany's Schufa credit scoring system makes hundreds of thousands of decisions a day about people's credit worthiness, but it's a closed and imperfect system. Open Knowledge Foundation Germany and Algorithm Watch's <a href=""https://openschufa.de/"" target=""_blank"">Open Schufa</a> project crowdsourced these credit reports to reverse engineer the algorithm and found many people being flagged as unworthy through no fault of their own.",Digital rights,Germany
0,13,The World Wide Web Foundation has published a report on the use of AI in Argentina and Uruguay and focused on the opacity of societally-important algorithms in those contexts.,"The <a href=""http://webfoundation.org/docs/2018/09/WF_AI-in-LA_Report_Screen_AW.pdf"" target=""_blank"">World Wide Web Foundation</a> has published a report on the use of AI in Argentina and Uruguay and focused on the opacity of societally-important algorithms in those contexts.",Civil society,Other
0,13,"Groups like the Luminate-funded Platform to Protect Whistleblowers in Africa offer a one-stop-shop for critical services like secure communication, legal assistance, and media support.","Groups like the Luminate-funded <a href=""https://www.pplaaf.org/"" target=""_blank"">Platform to Protect Whistleblowers in Africa</a> offer a one-stop-shop for critical services like secure communication, legal assistance, and media support.",Civil society,South Africa
0,13,In 2018 the AI Now Institute produced a research report on assessing the impact of algorithms used in public sector applications like predictive policing and distributing resources: Algorithmic Impact Assessments: A Practical Framework For Public Agency Accountability.,"In 2018 the AI Now Institute produced a research report on assessing the impact of algorithms used in public sector applications like predictive policing and distributing resources: <a href=""https://ainowinstitute.org/aiareport2018.pdf"" target=""_blank"">Algorithmic Impact Assessments: A Practical Framework For Public Agency Accountability</a>.",Digital rights,United States
0,13,The Ada Lovelace Institute is an independent research institute and deliberative body with a mission to ensure data and AI work for people and society.,"<a href=""https://www.adalovelaceinstitute.org/"" target=""_blank"">The Ada Lovelace Institute</a> is an independent research institute and deliberative body with a mission to ensure data and AI work for people and society.",Civil society,United Kingdom
2,14,"The Omdena project partnered with The World Resources Institute, Code for Africa, and collaborators from Stanford University in the hopes hopes of leveraging AI to map land ownership to boost Kenya’s efforts to restore degraded land in an equitable way. The program includes 50 technology changemakers.","<a href=""https://omdena.com/projects/ai-land-use/"" target=""_blank"">The Omdena project</a> partnered with The World Resources Institute, Code for Africa, and collaborators from Stanford University in the hopes hopes of leveraging AI to map land ownership to boost Kenya’s efforts to restore degraded land in an equitable way. The program includes 50 technology changemakers.",Civil society,Kenya
0,14,"Elements of AI: Finland's free and online course sought to demystify the technology to the average person. Over 550,000 people from around the world have signed up for the course.","<a href=""https://www.elementsofai.com/"" target=""_blank"">Elements of AI</a>: Finland's free and online course sought to demystify the technology to the average person. Over 550,000 people from around the world have signed up for the course.",Civil society,Globally
2,14,"UT Austin has a great portfolio of Pro-social AI projects, including Urban Health Risk Mapping which ""developed an AI system that can measure the health effects of neighborhood environments in ten major US cities using citizen crowd-sourced data.""","<a href=""https://www.utexas.edu/"" target=""_blank"">UT Austin</a> has a great portfolio of Pro-social AI projects, including <a href=""https://bridgingbarriers.utexas.edu/projects/urban-health-risk-mapping/"" target=""_blank"">Urban Health Risk Mapping</a> which ""developed an AI system that can measure the health effects of neighborhood environments in ten major US cities using citizen crowd-sourced data.""",Academic / Researcher,United States
0,14,"DataKind is a global non-profit connecting pro bono data scientists with social good projects, mostly around social benefits and economic issues.","<a href=""https://www.datakind.org/projects"" target=""_blank"">DataKind</a> is a global non-profit connecting pro bono data scientists with social good projects, mostly around social benefits and economic issues.",Digital rights,"United States, United Kingdom"
0,14,"VFRAME is an open source computer vision toolkit for human rights researchers, working with the Syrian Archive, among others.","<a href=""https://vframe.io/"" target=""_blank"">VFRAME</a> is an open source computer vision toolkit for human rights researchers, working with the Syrian Archive, among others.",Digital rights,Globally
0,14,"UnBias seeks to understand and address algorithmically-propagated user biases with user group studies to understand the concerns and perspectives of citizens. They work to produce policy recommendations, ethical guidelines, and a ‘fairness toolkit’ co-produced with young people and other stakeholders that will include educational materials and resources to support youth understanding about online environments as well as raise awareness among online providers about the concerns and rights of young internet users.","<a href=""https://unbias.wp.horizon.ac.uk/our-mission/"" target=""_blank"">UnBias</a> seeks to understand and address algorithmically-propagated user biases with user group studies to understand the concerns and perspectives of citizens. They work to produce policy recommendations, ethical guidelines, and a ‘fairness toolkit’ co-produced with young people and other stakeholders that will include educational materials and resources to support youth understanding about online environments as well as raise awareness among online providers about the concerns and rights of young internet users.",Researcher,United Kingdom
0,14,"The Guardian Project's collection of apps leverage AI and other emerging tech to protect digital privacy when sharing location, taking photos, accessing media on a phone, and other use cases.","<a href=""https://guardianproject.info/"" target=""_blank"">The Guardian Project</a>'s collection of apps leverage AI and other emerging tech to protect digital privacy when sharing location, taking photos, accessing media on a phone, and other use cases.",Digital rights,Globally
0,14,"The European AI Fund: The Mozilla partner is a philanthropic initiative to shape the direction of AI in Europe. Our long-term vision is to promote an ecosystem of European public interest and civil society organizations working on policy and technology, based on a diversity of actors and a plurality of goals that represent society as a whole.","<a href=""https://europeanaifund.org/"" target=""_blank"">The European AI Fund</a>: The Mozilla partner is a philanthropic initiative to shape the direction of AI in Europe. Our long-term vision is to promote an ecosystem of European public interest and civil society organizations working on policy and technology, based on a diversity of actors and a plurality of goals that represent society as a whole.",Funder,European Union
5,14,"Search racism, find truth was a 2014 campaign based in Germany to refute anti-refugee search queries with video stories from real people.","<a href=""http://www.search-racism-find-truth.com/"" target=""_blank"">Search racism, find truth</a> was a 2014 campaign based in Germany to refute anti-refugee search queries with video stories from real people.",Digital rights,Germany
0,14,"Copy, Paste, Legislate was an investigation by USA TODAY, The Arizona Republic, and the Center for Public Integrity that successfully leveraged AI to detect 10,000 bills almost entirely copied from model legislation that were introduced nationwide in the past eight years, over 2,100 of which were signed into law.","<a href=""https://www.azcentral.com/in-depth/news/local/arizona-investigations/2019/04/04/abortion-gun-laws-stand-your-ground-model-bills-conservatives-liberal-corporate-influence-lobbyists/3361759002/"" target=""_blank"">Copy, Paste, Legislate</a> was an investigation by USA TODAY, The Arizona Republic, and the Center for Public Integrity that successfully leveraged AI to detect 10,000 bills almost entirely copied from model legislation that were introduced nationwide in the past eight years, over 2,100 of which were signed into law.",Civil society,United States
0,14,"Nameesa, which is an AI powered conversational and personal engagement platform that automatically responds to people's inquiries about Coronavirus (COVID-19) with information from credible sources such as WHO and the Ministry of Health.","<a href=""https://m.facebook.com/asknameesa/"" target=""_blank"">Nameesa</a>, which is an AI powered conversational and personal engagement platform that automatically responds to people's inquiries about Coronavirus (COVID-19) with information from credible sources such as WHO and the Ministry of Health.",Civil society,Globally
0,14,The Department of Veterans Affairs has turned to machine-learning to help identify vets at risk of taking their own lives.,"The <a href=""https://www.nytimes.com/2020/11/23/health/artificial-intelligence-veterans-suicide.html"" target=""_blank"">Department of Veterans Affairs</a> has turned to machine-learning to help identify vets at risk of taking their own lives.",Government body,United States
0,14,"The Partnership on AI was established to study and formulate best practices on AI technologies, to advance the public’s understanding of AI, and to serve as an open platform for discussion and engagement about AI and its influences on people and society. Conversations include negative externalities of AI as well as social good applications.","<a href=""https://www.partnershiponai.org/"" target=""_blank"">The Partnership on AI</a> was established to study and formulate best practices on AI technologies, to advance the public’s understanding of AI, and to serve as an open platform for discussion and engagement about AI and its influences on people and society. Conversations include negative externalities of AI as well as social good applications.",Digital rights,United States
